"","id","accepted_date","title","ps","p_value"
"155","10.1371/journal.pone.0268401","2022-04-20T00:00:00Z","Artifact3-D: New software for accurate, objective and efficient 3D analysis and documentation of archaeological artifacts","p = 0.011)",0.011
"156","10.1371/journal.pone.0268401","2022-04-20T00:00:00Z","Artifact3-D: New software for accurate, objective and efficient 3D analysis and documentation of archaeological artifacts","p < 0.001)",5e-04
"157","10.1371/journal.pone.0268401","2022-04-20T00:00:00Z","Artifact3-D: New software for accurate, objective and efficient 3D analysis and documentation of archaeological artifacts","p < 0.001)",5e-04
"158","10.1371/journal.pone.0268401","2022-04-20T00:00:00Z","Artifact3-D: New software for accurate, objective and efficient 3D analysis and documentation of archaeological artifacts","p < 0.05).",0.025
"159","10.1371/journal.pone.0158523","2016-06-16T00:00:00Z","Social Complexification and Pig (Sus scrofa) Husbandry in Ancient China: A Combined Geometric Morphometric and Isotopic Approach","p = 0.03) ",0.03
"160","10.1371/journal.pone.0158523","2016-06-16T00:00:00Z","Social Complexification and Pig (Sus scrofa) Husbandry in Ancient China: A Combined Geometric Morphometric and Isotopic Approach","p = 0.003)",0.003
"161","10.1371/journal.pone.0113856","2014-10-31T00:00:00Z","Quantifying Traces of Tool Use: A Novel Morphometric Analysis of Damage Patterns on Percussive Tools","p = 0.0001",1e-04
"162","10.1371/journal.pone.0113856","2014-10-31T00:00:00Z","Quantifying Traces of Tool Use: A Novel Morphometric Analysis of Damage Patterns on Percussive Tools","p = 0.0001",1e-04
"163","10.1371/journal.pone.0113856","2014-10-31T00:00:00Z","Quantifying Traces of Tool Use: A Novel Morphometric Analysis of Damage Patterns on Percussive Tools","p = 0.2052",0.2052
"164","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.469;",0.469
"165","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.531,",0.531
"166","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.978;",0.978
"167","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.078)",0.078
"168","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.037)",0.037
"169","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.053)",0.053
"170","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.148)",0.148
"171","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.081)",0.081
"172","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.002)",0.002
"173","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.043)",0.043
"174","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.148)",0.148
"175","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.081)",0.081
"176","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.002)",0.002
"177","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.043)",0.043
"178","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.206)",0.206
"179","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.015)",0.015
"180","10.1371/journal.pone.0090376","2014-01-28T00:00:00Z","Lapita Diet in Remote Oceania: New Stable Isotope Evidence from the 3000-Year-Old Teouma Site, Efate Island, Vanuatu","p = 0.443)",0.443
"181","10.1371/journal.pone.0156178","2016-05-10T00:00:00Z","Nation Building and Social Signaling in Southern Ontario: A.D. 1350–1650","p = .0009)",9e-04
"182","10.1371/journal.pone.0156178","2016-05-10T00:00:00Z","Nation Building and Social Signaling in Southern Ontario: A.D. 1350–1650","p = .001) ",0.001
"183","10.1371/journal.pone.0267163","2022-04-03T00:00:00Z","Practical and technical aspects for the 3D scanning of lithic artefacts using micro-computed tomography techniques and laser light scanners for subsequent geometric morphometric analysis. Introducing the StyroStone protocol","p = 1). Th",1
"184","10.1371/journal.pone.0268943","2022-05-11T00:00:00Z","Ostrich eggshell beads from Ga-Mohana Hill North Rockshelter, southern Kalahari, and the implications for understanding social networks during Marine Isotope Stage 2","p = 0.035)",0.035
"185","10.1371/journal.pone.0268943","2022-05-11T00:00:00Z","Ostrich eggshell beads from Ga-Mohana Hill North Rockshelter, southern Kalahari, and the implications for understanding social networks during Marine Isotope Stage 2","p = 0.0124",0.0124
"186","10.1371/journal.pone.0268943","2022-05-11T00:00:00Z","Ostrich eggshell beads from Ga-Mohana Hill North Rockshelter, southern Kalahari, and the implications for understanding social networks during Marine Isotope Stage 2","p = 0.045)",0.045
"187","10.1371/journal.pone.0268943","2022-05-11T00:00:00Z","Ostrich eggshell beads from Ga-Mohana Hill North Rockshelter, southern Kalahari, and the implications for understanding social networks during Marine Isotope Stage 2","p = 0.008)",0.008
"188","10.1371/journal.pone.0268943","2022-05-11T00:00:00Z","Ostrich eggshell beads from Ga-Mohana Hill North Rockshelter, southern Kalahari, and the implications for understanding social networks during Marine Isotope Stage 2","p = 0.03).",0.03
"189","10.1371/journal.pone.0147295","2016-01-01T00:00:00Z","Earliest “Domestic” Cats in China Identified as Leopard Cat (Prionailurus bengalensis)","p = 4.8e-1",1e-05
"190","10.1371/journal.pone.0147295","2016-01-01T00:00:00Z","Earliest “Domestic” Cats in China Identified as Leopard Cat (Prionailurus bengalensis)","p = 0.09)—",0.09
"191","10.1371/journal.pone.0269658","2022-05-26T00:00:00Z","Geochemical fingerprinting of Pleistocene stone tools from the Tràng An Landscape Complex, Ninh Bình Province, Vietnam","p < 0.001)",5e-04
"192","10.1371/journal.pone.0227255","2019-12-16T00:00:00Z","There and back again: A zooarchaeological perspective on Early and Middle Bronze Age urbanism in the southern Levant","p = 0.202)",0.202
"193","10.1371/journal.pone.0227255","2019-12-16T00:00:00Z","There and back again: A zooarchaeological perspective on Early and Middle Bronze Age urbanism in the southern Levant","p = 0.033)",0.033
"194","10.1371/journal.pone.0227255","2019-12-16T00:00:00Z","There and back again: A zooarchaeological perspective on Early and Middle Bronze Age urbanism in the southern Levant","p = 3.03e-",1e-05
"195","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.05).",0.05
"196","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.1613",0.1613
"197","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.9963",0.9963
"198","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0004",4e-04
"199","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0001",1e-04
"200","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.405)",0.405
"201","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.412)",0.412
"202","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.577;",0.577
"203","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.052)",0.052
"204","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0005",5e-04
"205","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.791)",0.791
"206","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.497)",0.497
"207","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.012)",0.012
"208","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0001",1e-04
"209","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0066",0.0066
"210","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0005",5e-04
"211","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 88, Ve",1e-05
"212","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 92) an",92
"213","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.3669",0.3669
"214","10.1371/journal.pone.0164088","2016-09-18T00:00:00Z","New Experiments and a Model-Driven Approach for Interpreting Middle Stone Age Lithic Point Function Using the Edge Damage Distribution Method","p = 0.0334",0.0334
"215","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.0005",5e-04
"216","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.0175",0.0175
"217","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.041)",0.041
"218","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.005)",0.005
"219","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.015)",0.015
"220","10.1371/journal.pone.0027568","2011-10-19T00:00:00Z","Stable Isotope Evidence for Late Medieval (14th–15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","p = 0.0005",5e-04
"221","10.1371/journal.pone.0274849","2022-09-06T00:00:00Z","Preservation of microscopic fur, feather, and bast fibers in the Mesolithic ochre grave of Majoonsuo, Eastern Finland","p < 0.001;",5e-04
"222","10.1371/journal.pone.0204649","2018-09-12T00:00:00Z","Isotope values of the bioavailable strontium in inland southwestern Sweden—A baseline for mobility studies","p < 0.001)",5e-04
"223","10.1371/journal.pone.0134215","2015-07-06T00:00:00Z","Livestock First Reached Southern Africa in Two Separate Events","p = 2. Thi",2
"224","10.1371/journal.pone.0235005","2020-06-06T00:00:00Z","The dietary impact of the Norman Conquest: A multiproxy archaeological investigation of Oxford, UK","p = 0.510;",0.51
"225","10.1371/journal.pone.0235005","2020-06-06T00:00:00Z","The dietary impact of the Norman Conquest: A multiproxy archaeological investigation of Oxford, UK","p = 0.169,",0.169
"226","10.1371/journal.pone.0192299","2018-01-22T00:00:00Z","Archaeological and anthropological studies on the Harappan cemetery of Rakhigarhi, India","p = 0.0009",9e-04
"227","10.1371/journal.pone.0132428","2015-06-12T00:00:00Z","Diachronic Change within the Still Bay at Blombos Cave, South Africa","p = 0.048)",0.048
"228","10.1371/journal.pone.0132428","2015-06-12T00:00:00Z","Diachronic Change within the Still Bay at Blombos Cave, South Africa","p = 0.475)",0.475
"229","10.1371/journal.pone.0132428","2015-06-12T00:00:00Z","Diachronic Change within the Still Bay at Blombos Cave, South Africa","p = 0.690)",0.69
"230","10.1371/journal.pone.0135214","2015-06-28T00:00:00Z","The First New Zealanders? An Alternative Interpretation of Stable Isotope Data from Wairau Bar, New Zealand","p = 0.025)",0.025
"231","10.1371/journal.pone.0135214","2015-06-28T00:00:00Z","The First New Zealanders? An Alternative Interpretation of Stable Isotope Data from Wairau Bar, New Zealand","p = 0.150)",0.15
